	op_id	op_gender	post_id	q	is_qy	q_score	oov
32891	12982468	W	32891	Who is going to be watching?	False	0.3803903274056105	False
116354	22847849	W	116354	What are your BFF rights?	False	0.38042628338248163	False
3875	64889247	M	3875	Today I tape Australia Versus, Versus what?	False	0.3804529123165842	False
116576	22847849	W	116576	What is everyone up to today?	False	0.38068476644171223	False
96130	30863532	M	96130	Do you have any questions for Tracy Morgan?	True	0.38088985139410536	False
95978	30863532	M	95978	Who's watching tonight?	False	0.38092251770548957	False
74319	65335637	M	74319	Would you like to start a new habit?	False	0.38117210963646464	False
47603	12913141	W	47603	What's your favorite sushi roll?	False	0.3811765133911694	False
17946	21510115	W	17946	Should I bust them out for New Years?	True	0.38143977731979195	False
3452	64889247	M	3452	What's next tea Baggers?	False	0.3816308435886945	False
45036	12913141	W	45036	My recycling went where?	False	0.38163564272353423	False
31839	90770262	W	31839	What do you think about the proposal to lower the blood alcohol limit to .05?	False	0.38170617560199116	False
147038	71908465	M	147038	Are my eyes seeing this?	True	0.38188878886715893	False
117270	8009768	W	117270	Curious about a basic income?	False	0.38196851906233975	False
89205	36013471	W	89205	ICYMI Which Would You Rather Have Do Your Taxes?	False	0.3820628814685916	False
7447	98249750	M	7447	The liberals here are so torn - slavery, aids - wheres a holocaust movie when you need a tiebreaker ?	False	0.38213538439863415	False
72959	65335637	M	72959	Did anyone see tonights Piers Morgan?	True	0.3823051056043556	False
34585	70604609	M	34585	#Tbt, What's It Gonna Be?	False	0.38236394115042316	False
46232	12913141	W	46232	What's your breakfast this AM?	False	0.3824217742461319	False
129894	82700793	W	129894	Like to fish?	False	0.3824533613703638	False
133192	99348719	M	133192	'WE MADE MISTAKES' Clinton Foundation opens up on contributions, filings- What's really going on?	False	0.38247159963245947	False
35028	70604609	M	35028	Can anyone guess the name of the movie?	False	0.38270217531022865	False
12431	38831413	M	12431	Grass bed?	False	0.38277771303674546	False
140493	95717050	W	140493	How's everybody doing today?	False	0.38288351727125036	False
119660	8009768	W	119660	Is your favorite lake or river safe?	True	0.38304587422883696	False
61458	17500695	M	61458	Are you tired of wearing reading glasses?	True	0.3831646101652396	False
47541	12913141	W	47541	Do you remember these?	True	0.3832349045291672	False
45738	12913141	W	45738	Thoughts?	False	0.38325223700031685	False
124286	34662643	W	124286	Can you tell?	False	0.3833569278356409	False
135696	14149394	M	135696	Who's a bad boy?	False	0.3833718018687885	False
58028	40564507	M	58028	Can you think of one friend who truly GLOWS everyday?	False	0.3833963282066508	False
116810	22847849	W	116810	Cupcakes or cookies?	False	0.3833987671996957	False
36813	92735495	W	36813	Stop worrying if people like you.... do you like you?	False	0.38343423329917614	False
57171	40564507	M	57171	"Did you know I am apart of the transformational new film ""The Secrets of the Keys""?"	True	0.3835983523389116	False
102058	56374656	W	102058	See Anyone You Know????	False	0.38382680105105005	False
46146	12913141	W	46146	What was with the high five?	False	0.3841238578951811	False
14292	73963222	W	14292	Your mom told me you just had a birthday??	False	0.38427032868635047	False
86919	30174049	W	86919	Want to see what insults Donald Trump has to say about you?	False	0.38440639186866554	False
135442	14149394	M	135442	Are you experienced?	True	0.3844241155470174	False
135812	14149394	M	135812	That the card?	False	0.38483633846512133	False
110330	86899837	W	110330	"""@cyborgturkey: Uh...LA, you feel that?"	False	0.38484807155658596	False
61614	17500695	M	61614	Nice, don't you think?	False	0.38509340221291855	False
82292	77108673	M	82292	What is you favorite romantic movie?	False	0.38515302651030403	False
90790	36339598	M	90790	Have you seen the new Celebrity Name Game video?	False	0.3851934925841346	False
93303	30863532	M	93303	Or maybe that's ASHY Wednesday!?	False	0.3851955034733622	False
129298	82700793	W	129298	#whothinkslikethat?	False	0.3857311049040544	False
86408	30174049	W	86408	What's your afternoon glory story?	False	0.3858999454040789	False
87803	30174049	W	87803	What is going on Broncos!?!?!?	False	0.3861963565103078	False
31272	90770262	W	31272	Windy for a tightrope walk?	False	0.3863316680471329	False
89700	36013471	W	89700	With just one day until #Christmas, whats on your #Santa wish list?	False	0.3864629342176439	False
35505	68586006	W	35505	You know what's fun?	False	0.3865495998591304	False
88459	30174049	W	88459	Got a trip planned for the summer?	False	0.3868056566159759	False
126227	66740241	W	126227	Could it get any creepier?	False	0.3871846636830465	False
15323	11139544	W	15323	Why?	False	0.3872662255945083	False
122565	5513521	W	122565	Tell me the truth...does this spacesuit make me look fat?	False	0.3873371624375245	False
41815	77274779	M	41815	What are you looking to hear from the candidates?	False	0.38737639887249287	False
41336	58022699	W	41336	Guess who's Co-Hosting 🤔?	False	0.3875208731220061	False
41826	77274779	M	41826	When will the cold let up?	False	0.3875437994068722	False
111467	86899837	W	111467	What time is CSI central?	False	0.38770214249032264	False
68736	66833072	W	68736	We condemn kids for using gay slurs, but how different is this?	False	0.3878593377656159	False
116808	22847849	W	116808	What would be on your 90's playlist?	False	0.3880016044947835	False
119423	8009768	W	119423	Have you signed Elizabeth May's petition in support of the ecoEnergy Retrofit-Homes program?	False	0.38816142663128617	False
88616	36013471	W	88616	What is Vivian thinking about?	False	0.3882140352692005	False
69891	66833072	W	69891	Would you watch?	False	0.3882378709245219	False
137640	95717050	W	137640	Once inside the house of mirrors... she starts to feel overwhelmed by her own presence... is there anyone else here who just wants to dance like she?	False	0.38826669729836005	False
85649	30328617	W	85649	?	False	0.38859374847638806	False
89723	36013471	W	89723	Not an early riser?	False	0.38862420994507885	False
132890	99348719	M	132890	Thoughts on this story?	False	0.3886260249904834	False
66322	66833072	W	66322	Do you think we'll get a verdict?	True	0.3886443136425135	False
5947	98249750	M	5947	Tonight its Sioux Falls, you comin?	False	0.38866574916765995	False
143111	95717050	W	143111	Notice anything different??	False	0.38866680391337405	False
47392	12913141	W	47392	What do u think about this race?	False	0.38887258822483306	False
100272	75738195	M	100272	What did you think about the Super Bowl?	False	0.388875741370158	False
146131	7214069	W	146131	How GREAT does Bar Refaeli look!?!?	False	0.38911597230154793	False
105508	86899837	W	105508	Can't decide....@BMWMotorradUSA #1200GS or @KTMUSA #1190Adventure   Thoughts?	False	0.3892143999620563	False
97119	30863532	M	97119	Did ya'll see Anthony Wiener's argument in a Jewish bakery yesterday?	True	0.3892174913860248	False
82556	77108673	M	82556	How are you spending your Memorial Day Weekend?	False	0.38941088860682316	False
32235	90770262	W	32235	Have you heard the concerns about fluoride?	False	0.38948563770457867	False
65520	66833072	W	65520	?	False	0.3895930027004776	False
45270	12913141	W	45270	Say what?	False	0.3895930027004776	False
73420	65335637	M	73420	Do you have a favorite Christmas photo or card?	True	0.38965876031065005	False
31855	90770262	W	31855	Any thoughts on how this will impact the sports world?	False	0.3898135745525996	False
31093	90770262	W	31093	Anyone have any wind damage?	False	0.38981956759325476	False
146805	71908465	M	146805	Want a chance to win my signed racquet for you and a friend?	False	0.3898222477703579	False
41981	77274779	M	41981	We're hard at work bringing you the latest today...who's with us?	False	0.38982693619266784	False
75127	62514781	W	75127	Who's attending the ALPFA convention in #Dallas this week?	False	0.38988944164788797	False
70143	70415190	M	70143	Washingtonians, are you into this?	True	0.39033732699336243	False
90807	36339598	M	90807	Got a craving for something good on Monday?	False	0.39064979533954447	False
41992	77274779	M	41992	Merry Christmas Eve to all - can you tell how excited I am?	False	0.39069093770557073	False
44851	12913141	W	44851	Are you ready to head back to work?	True	0.39076065348690536	False
106098	86899837	W	106098	People ask me why I fly home every weekend to LA....wouldn't you?	False	0.39082282791962386	False
42716	49306413	W	42716	Hey fellow LBC-ers, I recently started Wing Chun Kung Fu and am really enjoying it :) If you guys want to join me in kicking butt (or the other way around?	False	0.39095667831243397	False
142086	95717050	W	142086	Wouldn't it be cool if as soon as you fell asleep, the whole world paused until you woke up ?	False	0.3912820289497687	False
29733	78289277	M	29733	Who has the best Taco Tuesdays and Margaritas??	False	0.3916933180021338	False
91587	3282887	W	91587	Check it out folks :)    On why it's Christmas in the rain?	False	0.39170591351478734	False
91586	3282887	W	91586	Check it out folks :)   On why it's Christmas in the rain?	False	0.39170591351478734	False
31900	90770262	W	31900	"""Do you agree?"	False	0.3917590105290014	False
46741	12913141	W	46741	How the heck do you meditate?	False	0.39178569960969156	False
132381	52814927	W	132381	Do you have any suggestions?	True	0.3918767211640726	False
30639	90770262	W	30639	What's next for CPD after scathing DOJ report?	False	0.39227274851476424	False
89906	36013471	W	89906	Did you happen to catch me at Stagecoach Festival last year?	True	0.39230883680540884	False
11028	31249887	W	11028	A baby and a wedding?	False	0.3923298375523311	False
16989	21510115	W	16989	!?	False	0.3924314086184636	False
27836	59871832	M	27836	Who's watching @wreckedtbs on @tbsnetwork tonight with us?	False	0.3925325340105522	False
58083	40564507	M	58083	Do you believe in the power of your decisions?	True	0.3925913846159459	False
68110	66833072	W	68110	Do you or anyone you know have horror stories from taking drugs like Ambien?	True	0.3927540512165437	False
57896	40564507	M	57896	Are you grateful?	True	0.39285524208879663	False
41951	77274779	M	41951	Who's watching?	False	0.39290090160276225	False
11518	31249887	W	11518	A new era?	False	0.39314577936087647	False
72950	65335637	M	72950	Do you remember this episode?	True	0.39339164027571805	False
45081	12913141	W	45081	Late start...how's my early morning crew?	False	0.39339586127429105	False
73977	65335637	M	73977	Golden Globes-what did you think?	False	0.39345924662901144	False
4564	98249750	M	4564	Can YOU blame me?	False	0.3934678428205576	False
130250	82700793	W	130250	What is Rhonda Rousey saying now?	False	0.39351105894295557	False
20202	58282588	W	20202	What is an American life if not an immigrant life?	False	0.3935784888330809	False
67086	66833072	W	67086	Remember Benny, the loveable hound-mix featured on the show with NHL coach John Tortorella?	False	0.39359348308443765	False
141534	95717050	W	141534	What's the first thing you do when you wake up?	False	0.3937783746923753	False
68640	66833072	W	68640	What do you want to hear from her?	False	0.39398553770451517	False
118246	8009768	W	118246	Did you get your voter information card?	True	0.39431708440205004	False
52264	78811283	W	52264	What are some solutions we can do in our community to help fight this horrendous injustice that keeps happening?	False	0.3943568872232597	False
45565	12913141	W	45565	Are you ready for Tuesday?	True	0.3944077975469866	False
47812	12913141	W	47812	Why is it that I know there are 102 counties in Illinois and can't remember the important stuff?	False	0.3944650278859789	False
14833	73963222	W	14833	hey guys, can i hang out w/ you today?	False	0.3946721807445367	False
16608	21510115	W	16608	What does your manicure say about you?	False	0.3948107908109455	False
92128	99847210	M	92128	Have you read it yet?	False	0.3948363909618329	False
132862	99348719	M	132862	Should I go back and buy it?	True	0.3949719387590689	False
41818	77274779	M	41818	Show starts in 5. Who's with us?	False	0.39501042700458466	False
103746	20107168	W	103746	And I can't seem to get a crisp shot today....ghosts on set?	False	0.3950322941181298	False
11584	31249887	W	11584	Now, she's ripped thru the last 2 rounds losing 2 games????	False	0.3951562665568218	False
88287	30174049	W	88287	Voted yet?	False	0.395207744544822	False
144004	50380881	W	144004	How do I finish a speech?	False	0.39521820192217516	False
17898	21510115	W	17898	U like or u love?	False	0.3953292424807673	False
89560	36013471	W	89560	#SocialSaturday Ever do a build a story when you were a kid?	False	0.3954832980797104	False
142113	95717050	W	142113	Going to be with @ZachSang1 tomorrow at Goom Radio, remember this?	False	0.39551679949612617	False
44956	12913141	W	44956	Are you always late?	True	0.39580738332106336	False
130371	82700793	W	130371	What shall we do?	False	0.39584533556581747	False
33434	9046549	M	33434	Any guesses?	False	0.3958847301191093	False
30727	90770262	W	30727	Are you in shock?	True	0.39595213808271756	False
18400	21510115	W	18400	Have you met my dog Maui?	False	0.39606567370106804	False
111209	86899837	W	111209	Anyone seen the show Haven?	False	0.39612926962518624	False
100277	75738195	M	100277	Do you care that Beyonce' pre-recorded the Star Spangled Banner?	True	0.3964206740065601	False
8954	98249750	M	8954	With guns in news today can I ask: I'm against Face Eaters, but why did that cop have to shoot one to make him stop?	False	0.3965355796306895	False
109474	86899837	W	109474	The guy next to me just informed me he's incredibly sick and his daughter has mono...is it rude to move?	False	0.3966119267932662	False
56058	40564507	M	56058	Okay?	False	0.39665583104275115	False
8597	98249750	M	8597	Do I love women?	True	0.39679304258495474	False
124140	5513521	W	124140	Do I have a great life or what?	True	0.3968553301869532	False
64597	66833072	W	64597	Nap time?	False	0.39685826196902085	False
131045	52814927	W	131045	Is it summer yet?	True	0.3969782796831166	False
46477	12913141	W	46477	What's up?	False	0.397178918834582	False
9452	98249750	M	9452	What am I doing today?	False	0.39732415310620106	False
130925	52814927	W	130925	What's that?	False	0.39732415310620106	False
142907	95717050	W	142907	What's something quick, easy, and tasty?	False	0.397530091592605	False
90574	36339598	M	90574	Have you been watching @celebnamegame?	False	0.39759783890996947	False
103840	20107168	W	103840	So, r we done America?	False	0.39769809395084577	False
2848	64889247	M	2848	Repubs stop wasting time and money voting against healthcare?	False	0.3983456799458208	False
8847	98249750	M	8847	Have you read what's in Paul Ryan's plan?	False	0.39849032560277475	False
16856	21510115	W	16856	Can we just agree that coconut oil is pretty much the answer to everything?	False	0.3985179580096978	False
1656	64889247	M	1656	Perhaps if Democrats did less and bragged more they could win an election or 2 #factsruseless http://m.huffpost.com/us/entry/us_58405b30e4b09e21702d35d5?	False	0.39863789560999396	False
142869	95717050	W	142869	It's kind of nice to get away sometimes, don't you think?	False	0.39865520899523454	False
29606	78289277	M	29606	Hmmm??????	False	0.39874601739162796	False
31844	90770262	W	31844	Hmmm... Captions?	False	0.39874601739162796	False
143446	21919722	W	143446	Hmmm?	False	0.39874601739162796	False
28639	59871832	M	28639	Tryin to see why the kids these days r all hyped on Beets by Dre... @beatsbydre ?	False	0.39899344596628916	False
15771	11139544	W	15771	What walls are you breaking down?	False	0.3991453636909812	False
46504	12913141	W	46504	What do you think about that?	False	0.39919084645625347	False
82290	77108673	M	82290	What was your Valentine's Day surprise?	False	0.39922959678731906	False
19815	37340919	W	19815	Anyone have a long weekend, too?	False	0.3993109371849144	False
124792	46038600	W	124792	How big is he??	False	0.39935650941887557	False
133838	14149394	M	133838	"""Like my spring bonnet?"	False	0.39944317364540427	False
44716	12913141	W	44716	Do you have any interest in buying a home with friends?	True	0.3995205774379298	False
67869	66833072	W	67869	What do you think the outcome of the Trayvon Martin case will be?	False	0.399540473042558	False
15877	11139544	W	15877	What's your go-to motto?	False	0.39961121325714444	False
133631	99348719	M	133631	Ever try to sneak in a nap, only to find your 60 pound lap dog wants to take one too?	False	0.39962169867734876	False
297	11679984	M	297	Can you say 60 degrees at the end of November?	False	0.39980552287485904	False
70127	70415190	M	70127	Off I go to England...see you soon?	False	0.39981384156754196	False
103000	56374656	W	103000	Did I mention that I met Demi Moore, Rumor Willis and Ellen Barkin two days ago?	True	0.39986702012064623	False
28615	59871832	M	28615	Who copied who @andygrammer ?	False	0.39992573877579807	False
17807	21510115	W	17807	Agreed?	False	0.39994718563968534	False
8322	98249750	M	8322	Hey CBS could you calm down with the were #1 promos?	False	0.3999527112143376	False
26507	84499674	W	26507	any of yall live in Tyler, TX?	False	0.39999185258227765	False
47315	12913141	W	47315	Really??	False	0.4000031956618294	False
70959	65335637	M	70959	Really?	False	0.4000031956618294	False
46774	12913141	W	46774	Really?	False	0.4000031956618294	False
4368	98249750	M	4368	#MAGA, really?	False	0.4000031956618294	False
134141	14149394	M	134141	Oooooooooohhh, REALLY?	False	0.4000031956618294	False
47721	12913141	W	47721	Really??	False	0.4000031956618294	False
48352	12913141	W	48352	Surfing...really?	False	0.4000031956618294	False
102093	56374656	W	102093	Do you all have any questions for Brandon Tyler Russell?	True	0.40025344860301004	False
130708	52814927	W	130708	Do you see your city?	True	0.4007467837870391	False
92190	99847210	M	92190	Last minute shopping?	False	0.40080806609433517	False
58511	40564507	M	58511	Is it time to share your love?	True	0.40101284079645527	False
95514	30863532	M	95514	I wonder if that new big ass iPhone, will make my big ass hands ... look normal?	False	0.40127831466619834	False
116266	22847849	W	116266	What's the first website you go to in the morning?	False	0.4013792152159067	False
72794	65335637	M	72794	What's on your mind today?	False	0.4014776610746501	False
13327	73963222	W	13327	Is there something you want to learn or a new adventure you'd like to begin?	True	0.4014979378511312	False
98995	75738195	M	98995	What's behind our incredibly shrinking mayor?	False	0.4015200475464137	False
81829	77108673	M	81829	What's your favorite fruit?	False	0.40200725577106966	False
32112	90770262	W	32112	What's your favorite kind of pizza- deep dish?	False	0.40201204178824224	False
82122	77108673	M	82122	Why is your dad the best dad in the whole world?	False	0.40224788981151527	False
15751	11139544	W	15751	Ever had your world turned upside down by somebody?	False	0.4023526552240506	False
45439	12913141	W	45439	WORTH A READ... Why didn't we think of this?	False	0.4024075306371744	False
132001	52814927	W	132001	What's your favorite part of Fall?	False	0.40255573269517253	False
72771	65335637	M	72771	Are you going home for Christmas?	True	0.40266562134796424	False
73678	65335637	M	73678	"I love my Facebook and Twitter friends, but can someone tell me why people ""LIKE"" a page or ""FRIEND"" someone, just so they can post mean and unflattering things about that person and their friends?"	False	0.4029287038357702	False
106956	86899837	W	106956	What should we do today?	False	0.4038495986263695	False
116357	22847849	W	116357	Which one will win: the loud one or the other loud one?	False	0.40419563691839233	False
74017	65335637	M	74017	What's on the top of your wish list this Christmas?	False	0.4042066106953953	False
80670	42467278	M	80670	Which other NFL team should move to Los Angeles?	False	0.40442873125414025	False
18163	21510115	W	18163	U like?	False	0.4044411040710384	False
22767	56230259	W	22767	Apparently it's #WorldEmojiDay too???	False	0.40455998759638834	False
70180	70415190	M	70180	Anyone in Tucson this weekend?	False	0.40461257357737324	False
16051	11139544	W	16051	R U ready?!?	False	0.4046435325139687	False
82618	77108673	M	82618	Who makes the best burger?	False	0.40466805173676634	False
110271	86899837	W	110271	I keep asking myself #WhatWouldStarbuckDo ?	False	0.40480222188675974	False
31886	90770262	W	31886	Any parents out there?	False	0.40485370326222236	False
130271	82700793	W	130271	Who needs a warm up?	False	0.40494245893452585	False
133435	99348719	M	133435	Do I look guilty?	True	0.405225908460748	False
117920	8009768	W	117920	What are we waiting for?	False	0.4053157927273504	False
58332	40564507	M	58332	Do you feel the same?	True	0.4053433719106524	False
30949	90770262	W	30949	Have a flight today?	False	0.40551013591502805	False
47566	12913141	W	47566	Would you use it if renting a DIVVY bike?	False	0.4055901534707135	False
128382	5711509	W	128382	CHP Officer Rick Quintero giving us the weather report....it's cold or hot up there?	False	0.40593973535192596	False
17751	21510115	W	17751	Are you making the promise today?	True	0.4059552875321606	False
44908	12913141	W	44908	What the??	False	0.4060354368768585	False
131055	52814927	W	131055	Have you heard....Hey Mister?	False	0.4061215737841216	False
140791	95717050	W	140791	Hey Brett @VJ_League, how are you doing this fine Saturday my friend?	False	0.40634138270936915	False
81590	77108673	M	81590	Why do you love America?	False	0.4063959674956982	False
82151	77108673	M	82151	What is your favorite fish?	False	0.4066004463150449	False
129282	82700793	W	129282	Looking for a home?	False	0.4066272772414615	False
55252	40564507	M	55252	Are you feeling positive today?	True	0.40669029379180255	False
133573	99348719	M	133573	What can the President do for the remainder of the term?	False	0.4067749579996308	False
141829	95717050	W	141829	?	False	0.4068700786155889	False
45092	12913141	W	45092	How did I get a B in Spanish?	False	0.4069795951117259	False
33429	9046549	M	33429	What do you think?	False	0.40724378285145024	False
61404	17500695	M	61404	Have you missed me?	False	0.40728231444647556	False
101082	64933705	M	101082	Do you like totally badass things?	True	0.4072866980546411	False
19943	37340919	W	19943	What are you thankful for?	False	0.40751352219443204	False
52614	78811283	W	52614	What are your favorite homelessness organizations in your community/state/ country?	False	0.4075700520919855	False
116040	22847849	W	116040	Are you Elizabeth or a Jessica Wakefield?	True	0.4077448043455102	False
63351	66833072	W	63351	QUESTION: Do you find this appetizing?	False	0.40776284067069624	False
128684	5711509	W	128684	You bring me joy ---???	False	0.40789759375293966	False
142070	95717050	W	142070	Don't you?	True	0.40802827710822953	False
94236	30863532	M	94236	What are you all doing today?	False	0.4085167906028482	False
23221	56230259	W	23221	Which one would you rock?	False	0.4087511117012689	False
72916	65335637	M	72916	What are you thinking today?	False	0.40875752088595263	False
32318	90770262	W	32318	What's your favorite?	False	0.40908162407387516	False
35277	5234181	W	35277	So should the GOP get behind immigration reform this year like Speaker Boehner wants when our system is riddled with problems??	False	0.4091068621335231	False
132157	52814927	W	132157	One goal for the New Year:  Make more music    What are yours?	False	0.40951128667311076	False
102429	56374656	W	102429	Are you listening?	True	0.4096913570698818	False
2645	64889247	M	2645	It reads just like draft day in any sport complete with scouting reports and expert opinions Who'll they shoot this week?	False	0.4097538866884043	False
133145	99348719	M	133145	Chris Wallace: Pataki is a long-shot - Your thoughts?	False	0.40982631453741203	False
82673	77108673	M	82673	What do you do to get out of the funk?	False	0.4098760777282294	False
130370	82700793	W	130370	What about you?	False	0.41000584345809354	False
82666	77108673	M	82666	What have you learned in the last 24 hours?	False	0.4101343408155479	False
82309	77108673	M	82309	Who's your favorite CW singer?	False	0.41022415933206713	False
116924	22847849	W	116924	Why are there not bed-sinks yet?	False	0.41024467673651344	False
136198	95889797	W	136198	Am I too old to party with GW girls?	False	0.41026839149508765	False
74013	65335637	M	74013	Thinking about 2011...what's on your bucket list?	False	0.4102986191820154	False
58200	40564507	M	58200	Is it time to make someone's day?	True	0.41034335700678704	False
17736	21510115	W	17736	How cool is that braid?	False	0.41048454252862765	False
86121	80983074	W	86121	Whatcha lookin' at?	False	0.41078058342770185	False
26722	84499674	W	26722	Am I lookin gud??	False	0.41078058342770185	False
119385	8009768	W	119385	Will The Office of Religious Freedom Remain Silent on Tibet?	False	0.41082186420891864	False
15745	11139544	W	15745	Am I Tah-bio?	False	0.4111845698521851	False
7404	98249750	M	7404	What news do we learn from that?	False	0.4112661690134414	False
34026	9046549	M	34026	Is your stuff safe?	True	0.41129652264567296	False
70068	66833072	W	70068	Is there more to the Billings case than meets the eye?	True	0.4113737777553239	False
89103	36013471	W	89103	Social Saturday: Who's watching the Olympics?	False	0.41144406307122117	False
60431	40564507	M	60431	How do you like the new music CD TranscenDance?	False	0.4114797673118501	False
70360	17738392	W	70360	Have a question for @JaqRoxMusic??	False	0.4116820176544773	False
18511	21510115	W	18511	What charity do you support?	False	0.41169937063593587	False
109936	86899837	W	109936	What 5 things are you grateful for today?	False	0.4117813894476128	False
48581	12913141	W	48581	Ed Burke security detail for 30 years?	False	0.41192236646273683	False
34786	70604609	M	34786	WHO WANT A NEW PAIR OF WIRELESS HEADPHONES FROM BEATS BY DRE???	False	0.41205710551618624	False
14552	73963222	W	14552	your LIFE?	False	0.4121084343292447	False
72907	65335637	M	72907	How did you end your day?	False	0.41222296437499706	False
11051	31249887	W	11051	What just happened there?	False	0.41229596793355827	False
60582	40564507	M	60582	The Fairness Campaign Summit - We know there has to be a better way – but what?	False	0.4123240172572724	False
58053	40564507	M	58053	Did you know this was possible?	True	0.4123934569548625	False
132129	52814927	W	132129	What country are you from?	False	0.4125228476676589	False
15724	11139544	W	15724	Want a chance to spend a day with me at work while supporting my TZONE Community Center at the LES Girls Club?	False	0.4125293262931501	False
94197	30863532	M	94197	"""Hey y'all, how this new toilet work""?"	False	0.41269082518089617	False
82135	77108673	M	82135	What is your favorite fair food?	False	0.4126992641680034	False
144350	50380881	W	144350	Who are you rooting for?	False	0.4128992463384177	False
72858	65335637	M	72858	"""I'm Possible""-How about you?"	False	0.4130840818959308	False
135645	14149394	M	135645	Who's more tired, Cyd or Dad?	False	0.41313556710050536	False
8779	98249750	M	8779	Steve Jobs is allowed to fail but not Solyndra?	False	0.41322388667246046	False
50064	28370286	W	50064	What did you guys think?	False	0.41324302974086413	False
130918	52814927	W	130918	Hmmmmm... wonder what I'm thinking?	False	0.4134684042703778	False
37218	92735495	W	37218	Need JOY?	False	0.4136556210913326	False
37219	92735495	W	37219	Need JOY?	False	0.4136556210913326	False
46322	12913141	W	46322	C'mon...are you kidding me?	False	0.414123141361329	False
90709	36339598	M	90709	Maybe want to join?	False	0.41413652334527684	False
140206	95717050	W	140206	If u were Locked Up for 1 day what's 1 thing u could NOT live without?	False	0.41415949045932277	False
11356	31249887	W	11356	Am I the only one who really works at @ESPNTennis ????	False	0.4142012214887715	False
122298	5513521	W	122298	Ready for a good laugh?	False	0.41421909243634336	False
17534	21510115	W	17534	It's filled with tough choices, Kelly or Brenda, Edward or Jacob, pirates or ninjas?	False	0.4142357857440583	False
73971	65335637	M	73971	How many of you use  Foursquare?	False	0.4142735854111733	False
71900	65335637	M	71900	Who's with me gentlemen?	False	0.4144624507643119	False
122276	5513521	W	122276	What do you think?	False	0.41448740942943496	False
39205	92735495	W	39205	Don't give up, Okay?	True	0.41453201124969563	False
82042	77108673	M	82042	Have you ever put your phone in rice?	False	0.4145439097750313	False
116700	22847849	W	116700	What are you favorite type of guys?	False	0.4145637440621984	False
132372	52814927	W	132372	What's your favorite word?	False	0.41458931888670314	False
125628	43859861	M	125628	Are you saved and sanctified?	True	0.4147028699668468	False
17813	21510115	W	17813	Alright where do I find this??	False	0.4148519355772653	False
18065	21510115	W	18065	Tell me you don't LOVE studs!?	False	0.41498208100249434	False
134499	14149394	M	134499	What was I thinking back in the early Seventies?	False	0.4150281665578215	False
90937	36339598	M	90937	Coffee, anyone?	False	0.41515005184575693	False
27034	91933889	W	27034	E quando ero perfida?	False	0.4152126490885182	False
57971	40564507	M	57971	Can you see the good?	False	0.41546797889924825	False
99300	75738195	M	99300	Will the Justice Department investigate the shooting of the two cops?	False	0.41552824536315247	False
1186	11679984	M	1186	Going to Vegas Friday?	False	0.4155639520239416	False
116767	22847849	W	116767	What are some of your favorite board games?	False	0.4157170406704679	False
90804	36339598	M	90804	Where does time come from?	False	0.4157243204211908	False
19099	12946892	M	19099	@Alyssa_Milano, how about this?	False	0.4159337857913258	False
17849	21510115	W	17849	How perfect are these studded stilettos?	False	0.41603400732909623	False
15684	11139544	W	15684	The secret to having it all?	False	0.4160979807608326	False
147087	71908465	M	147087	Retweeted andyroddick (@andyroddick):  Who misses bowl season?	False	0.4165907849811139	False
131610	52814927	W	131610	"Have you seen our ""Pokemon"" Jazz theme yet?"	False	0.41670560555254776	False
63540	66833072	W	63540	At the end of the day, how do we give our life meaning?	False	0.41701758537709266	False
26822	84499674	W	26822	What's up world?	False	0.4170593549071322	False
101823	56374656	W	101823	What are your plans for today?	False	0.41712185383268796	False
31870	90770262	W	31870	What's your favorite place in #LincolnSq?	False	0.41722950036952355	False
26491	84499674	W	26491	What does the bunny stand for?	False	0.4172351535459793	False
3288	64889247	M	3288	Where you at?	False	0.417390476410777	False
82603	77108673	M	82603	If you have seen it, what did you think?	False	0.4176435822369724	False
95520	30863532	M	95520	Ever had chocolate BACON!?	False	0.41771208426745954	False
15605	11139544	W	15605	And WHAT would YOU be WANTED for?	False	0.41782427173370296	False
31704	90770262	W	31704	How many people have signed up for Obamacare?	False	0.41783164773071535	False
47726	12913141	W	47726	Did u see this?	True	0.4179379358544454	False
135002	14149394	M	135002	Did you see that??	True	0.4179379358544454	False
101479	56374656	W	101479	Did you committ?	True	0.4179379358544454	False
46107	12913141	W	46107	Did you see this??	True	0.4179379358544454	False
134179	14149394	M	134179	I'm back... How's everybody doing?	False	0.41796339885447087	False
123654	5513521	W	123654	Yesterday they announced that Billy Crystal will host the Oscars... was yours truly in the running for a moment?	False	0.4180738029646933	False
88252	30174049	W	88252	What do you think?	False	0.4181504144033743	False
110011	86899837	W	110011	What did you get?	False	0.4185313031871051	False
67339	66833072	W	67339	Do you believe T.J. Jackson should become the legal guardian of Michael Jackson's children?	True	0.41862138870792565	False
124656	46038600	W	124656	Haha) Maybe some champagne to celebrate on the plane 😁🍾🎉Any cool suggestions for seeing the sites in Moscow?	False	0.41863109476437066	False
28809	59871832	M	28809	Any predictions?	False	0.4186320889259949	False
100867	64933705	M	100867	Anybody check out the new season of Northern Exposure last night?	False	0.4190819786097699	False
45543	12913141	W	45543	What's your favorite?	False	0.419108613873716	False
16619	21510115	W	16619	"What music is a must for your ""Stay-chella"" playlist?"	False	0.41921171611654906	False
15658	11139544	W	15658	Who am I looking at?	False	0.41925096031585163	False
